"OCCUPANCY_DATE","PROGRAM_MODEL","CAPACITY_TYPE","OCCUPANCY_RATE_ROOMS","OCCUPANCY_RATE_BEDS","month"
2023-07-05,"Emergency","Bed Based Capacity",NA,66.67,2023-07-01
2023-07-05,"Emergency","Bed Based Capacity",NA,80,2023-07-01
2023-07-05,"Transitional","Bed Based Capacity",NA,73.33,2023-07-01
2023-07-05,"Transitional","Bed Based Capacity",NA,97.3,2023-07-01
2023-07-06,"Emergency","Room Based Capacity",100,NA,2023-07-01
2023-07-06,"Emergency","Bed Based Capacity",NA,100,2023-07-01
2023-07-06,"Emergency","Room Based Capacity",98.8,NA,2023-07-01
2023-07-06,"Transitional","Bed Based Capacity",NA,94.44,2023-07-01
2023-07-06,"Transitional","Bed Based Capacity",NA,97.62,2023-07-01
2023-07-06,"Emergency","Room Based Capacity",98.53,NA,2023-07-01
2023-07-06,"Transitional","Bed Based Capacity",NA,95.65,2023-07-01
2023-07-06,"Emergency","Room Based Capacity",96.88,NA,2023-07-01
2023-07-06,"Transitional","Bed Based Capacity",NA,100,2023-07-01
2023-07-06,"Emergency","Bed Based Capacity",NA,96.08,2023-07-01
2023-07-06,"Transitional","Bed Based Capacity",NA,90.91,2023-07-01
2023-07-06,"Transitional","Bed Based Capacity",NA,96.67,2023-07-01
2023-07-06,"Emergency","Bed Based Capacity",NA,98.73,2023-07-01
2023-07-06,"Emergency","Room Based Capacity",99.07,NA,2023-07-01
2023-07-06,"Emergency","Room Based Capacity",98.68,NA,2023-07-01
2023-07-06,"Transitional","Bed Based Capacity",NA,98,2023-07-01
2023-07-06,"Transitional","Bed Based Capacity",NA,80,2023-07-01
2023-07-06,"Transitional","Bed Based Capacity",NA,92.31,2023-07-01
2023-07-06,"Transitional","Bed Based Capacity",NA,92,2023-07-01
2023-07-06,"Emergency","Bed Based Capacity",NA,98.17,2023-07-01
2023-07-06,"Transitional","Room Based Capacity",100,NA,2023-07-01
2023-07-06,"Emergency","Bed Based Capacity",NA,95.65,2023-07-01
2023-07-06,"Emergency","Bed Based Capacity",NA,75,2023-07-01
2023-07-06,"Emergency","Bed Based Capacity",NA,86.67,2023-07-01
2023-07-06,"Transitional","Bed Based Capacity",NA,86.67,2023-07-01
2023-07-06,"Emergency","Bed Based Capacity",NA,80,2023-07-01
2023-07-07,"Emergency","Room Based Capacity",100,NA,2023-07-01
2023-07-07,"Emergency","Bed Based Capacity",NA,100,2023-07-01
2023-07-07,"Transitional","Bed Based Capacity",NA,94.44,2023-07-01
2023-07-07,"Emergency","Room Based Capacity",98.53,NA,2023-07-01
2023-07-07,"Emergency","Room Based Capacity",97.87,NA,2023-07-01
2023-07-07,"Transitional","Bed Based Capacity",NA,95.24,2023-07-01
2023-07-07,"Transitional","Bed Based Capacity",NA,97.83,2023-07-01
2023-07-07,"Emergency","Room Based Capacity",96.88,NA,2023-07-01
2023-07-07,"Transitional","Bed Based Capacity",NA,100,2023-07-01
2023-07-07,"Emergency","Bed Based Capacity",NA,94.12,2023-07-01
2023-07-07,"Transitional","Bed Based Capacity",NA,95.45,2023-07-01
2023-07-07,"Transitional","Bed Based Capacity",NA,96.67,2023-07-01
2023-07-07,"Emergency","Room Based Capacity",98.13,NA,2023-07-01
2023-07-07,"Transitional","Bed Based Capacity",NA,98,2023-07-01
2023-07-07,"Transitional","Bed Based Capacity",NA,80,2023-07-01
2023-07-07,"Transitional","Bed Based Capacity",NA,92,2023-07-01
2023-07-07,"Transitional","Bed Based Capacity",NA,92.31,2023-07-01
2023-07-07,"Emergency","Bed Based Capacity",NA,96.33,2023-07-01
2023-07-07,"Transitional","Room Based Capacity",100,NA,2023-07-01
2023-07-07,"Emergency","Bed Based Capacity",NA,83.33,2023-07-01
2023-07-07,"Emergency","Bed Based Capacity",NA,86.67,2023-07-01
2023-07-08,"Emergency","Room Based Capacity",100,NA,2023-07-01
2023-07-08,"Emergency","Bed Based Capacity",NA,100,2023-07-01
2023-07-08,"Transitional","Bed Based Capacity",NA,94.44,2023-07-01
2023-07-08,"Transitional","Bed Based Capacity",NA,100,2023-07-01
2023-07-08,"Emergency","Room Based Capacity",98.53,NA,2023-07-01
2023-07-08,"Transitional","Bed Based Capacity",NA,95.65,2023-07-01
2023-07-08,"Emergency","Room Based Capacity",96.88,NA,2023-07-01
2023-07-08,"Emergency","Room Based Capacity",99.29,NA,2023-07-01
2023-07-08,"Emergency","Bed Based Capacity",NA,94.12,2023-07-01
2023-07-08,"Transitional","Bed Based Capacity",NA,95.45,2023-07-01
2023-07-08,"Transitional","Bed Based Capacity",NA,96.67,2023-07-01
2023-07-08,"Emergency","Bed Based Capacity",NA,98.73,2023-07-01
2023-07-08,"Emergency","Room Based Capacity",98.13,NA,2023-07-01
2023-07-08,"Transitional","Bed Based Capacity",NA,98,2023-07-01
2023-07-08,"Transitional","Bed Based Capacity",NA,80,2023-07-01
2023-07-08,"Transitional","Bed Based Capacity",NA,92,2023-07-01
2023-07-08,"Emergency","Bed Based Capacity",NA,96.23,2023-07-01
2023-07-08,"Transitional","Bed Based Capacity",NA,92.31,2023-07-01
2023-07-08,"Emergency","Bed Based Capacity",NA,98.68,2023-07-01
2023-07-08,"Transitional","Room Based Capacity",100,NA,2023-07-01
2023-07-08,"Emergency","Bed Based Capacity",NA,83.33,2023-07-01
2023-07-08,"Emergency","Bed Based Capacity",NA,86.67,2023-07-01
2023-07-09,"Emergency","Room Based Capacity",100,NA,2023-07-01
2023-07-09,"Emergency","Bed Based Capacity",NA,100,2023-07-01
2023-07-09,"Transitional","Bed Based Capacity",NA,94.44,2023-07-01
2023-07-09,"Transitional","Bed Based Capacity",NA,100,2023-07-01
2023-07-09,"Emergency","Room Based Capacity",98.53,NA,2023-07-01
2023-07-09,"Transitional","Bed Based Capacity",NA,95.65,2023-07-01
2023-07-09,"Emergency","Bed Based Capacity",NA,94.12,2023-07-01
2023-07-09,"Transitional","Bed Based Capacity",NA,95.45,2023-07-01
2023-07-09,"Transitional","Bed Based Capacity",NA,96.67,2023-07-01
2023-07-09,"Emergency","Room Based Capacity",98.13,NA,2023-07-01
2023-07-09,"Transitional","Bed Based Capacity",NA,98,2023-07-01
2023-07-09,"Transitional","Bed Based Capacity",NA,80,2023-07-01
2023-07-09,"Transitional","Bed Based Capacity",NA,88.46,2023-07-01
2023-07-09,"Transitional","Bed Based Capacity",NA,88,2023-07-01
2023-07-09,"Transitional","Room Based Capacity",100,NA,2023-07-01
2023-07-09,"Emergency","Bed Based Capacity",NA,83.33,2023-07-01
2023-07-09,"Emergency","Bed Based Capacity",NA,86.67,2023-07-01
2023-07-10,"Emergency","Room Based Capacity",100,NA,2023-07-01
2023-07-10,"Emergency","Bed Based Capacity",NA,100,2023-07-01
2023-07-10,"Emergency","Room Based Capacity",98.53,NA,2023-07-01
2023-07-10,"Emergency","Room Based Capacity",98.41,NA,2023-07-01
2023-07-10,"Transitional","Bed Based Capacity",NA,94.44,2023-07-01
2023-07-10,"Transitional","Bed Based Capacity",NA,100,2023-07-01
2023-07-10,"Transitional","Bed Based Capacity",NA,95.65,2023-07-01
2023-07-10,"Emergency","Bed Based Capacity",NA,96.08,2023-07-01
2023-07-10,"Transitional","Bed Based Capacity",NA,95.45,2023-07-01
2023-07-10,"Transitional","Bed Based Capacity",NA,90,2023-07-01
2023-07-10,"Emergency","Room Based Capacity",96.92,NA,2023-07-01
2023-07-10,"Transitional","Bed Based Capacity",NA,96.43,2023-07-01
2023-07-10,"Emergency","Room Based Capacity",99.07,NA,2023-07-01
2023-07-10,"Transitional","Bed Based Capacity",NA,98,2023-07-01
2023-07-10,"Transitional","Bed Based Capacity",NA,80,2023-07-01
2023-07-10,"Transitional","Bed Based Capacity",NA,88.46,2023-07-01
2023-07-10,"Emergency","Bed Based Capacity",NA,92.86,2023-07-01
2023-07-10,"Transitional","Bed Based Capacity",NA,88,2023-07-01
2023-07-10,"Transitional","Room Based Capacity",100,NA,2023-07-01
2023-07-10,"Emergency","Bed Based Capacity",NA,97.96,2023-07-01
2023-07-10,"Emergency","Bed Based Capacity",NA,83.33,2023-07-01
2023-07-10,"Emergency","Bed Based Capacity",NA,86.67,2023-07-01
2023-07-10,"Emergency","Bed Based Capacity",NA,96.88,2023-07-01
2023-07-10,"Transitional","Room Based Capacity",98.7,NA,2023-07-01
2023-07-10,"Transitional","Bed Based Capacity",NA,97.37,2023-07-01
2023-07-11,"Emergency","Room Based Capacity",100,NA,2023-07-01
2023-07-11,"Emergency","Bed Based Capacity",NA,100,2023-07-01
2023-07-11,"Emergency","Room Based Capacity",98.41,NA,2023-07-01
2023-07-11,"Transitional","Bed Based Capacity",NA,94.44,2023-07-01
2023-07-11,"Transitional","Bed Based Capacity",NA,97.62,2023-07-01
2023-07-11,"Transitional","Bed Based Capacity",NA,95.65,2023-07-01
2023-07-11,"Emergency","Room Based Capacity",99.33,NA,2023-07-01
2023-07-11,"Transitional","Bed Based Capacity",NA,100,2023-07-01
2023-07-11,"Emergency","Bed Based Capacity",NA,94.12,2023-07-01
2023-07-11,"Transitional","Bed Based Capacity",NA,95.45,2023-07-01
2023-07-11,"Transitional","Bed Based Capacity",NA,90,2023-07-01
2023-07-11,"Emergency","Room Based Capacity",95.38,NA,2023-07-01
2023-07-11,"Transitional","Bed Based Capacity",NA,50,2023-07-01
2023-07-11,"Transitional","Bed Based Capacity",NA,96.43,2023-07-01
2023-07-11,"Emergency","Room Based Capacity",99.07,NA,2023-07-01
2023-07-11,"Transitional","Bed Based Capacity",NA,98,2023-07-01
2023-07-11,"Transitional","Bed Based Capacity",NA,80,2023-07-01
2023-07-11,"Transitional","Bed Based Capacity",NA,88.46,2023-07-01
2023-07-11,"Emergency","Bed Based Capacity",NA,98.55,2023-07-01
2023-07-11,"Emergency","Bed Based Capacity",NA,94.64,2023-07-01
2023-07-11,"Transitional","Bed Based Capacity",NA,92,2023-07-01
2023-07-11,"Emergency","Bed Based Capacity",NA,98.2,2023-07-01
2023-07-11,"Transitional","Room Based Capacity",100,NA,2023-07-01
2023-07-11,"Emergency","Bed Based Capacity",NA,83.33,2023-07-01
2023-07-11,"Emergency","Bed Based Capacity",NA,80,2023-07-01
2023-07-11,"Emergency","Bed Based Capacity",NA,78.57,2023-07-01
2023-07-11,"Transitional","Room Based Capacity",98.7,NA,2023-07-01
2023-07-11,"Emergency","Room Based Capacity",96.3,NA,2023-07-01
2023-07-11,"Transitional","Bed Based Capacity",NA,97.37,2023-07-01
2023-07-12,"Emergency","Room Based Capacity",99.33,NA,2023-07-01
2023-07-12,"Emergency","Room Based Capacity",100,NA,2023-07-01
2023-07-12,"Emergency","Bed Based Capacity",NA,100,2023-07-01
2023-07-12,"Emergency","Room Based Capacity",99.37,NA,2023-07-01
2023-07-12,"Transitional","Bed Based Capacity",NA,94.44,2023-07-01
2023-07-12,"Emergency","Room Based Capacity",95,NA,2023-07-01
2023-07-12,"Transitional","Bed Based Capacity",NA,97.62,2023-07-01
2023-07-12,"Transitional","Bed Based Capacity",NA,97.83,2023-07-01
2023-07-12,"Transitional","Bed Based Capacity",NA,100,2023-07-01
2023-07-12,"Emergency","Bed Based Capacity",NA,94.12,2023-07-01
2023-07-12,"Transitional","Bed Based Capacity",NA,95.45,2023-07-01
2023-07-12,"Transitional","Bed Based Capacity",NA,93.33,2023-07-01
2023-07-12,"Emergency","Room Based Capacity",95.38,NA,2023-07-01
2023-07-12,"Transitional","Bed Based Capacity",NA,50,2023-07-01
2023-07-12,"Transitional","Bed Based Capacity",NA,96.43,2023-07-01
2023-07-12,"Emergency","Room Based Capacity",96.33,NA,2023-07-01
2023-07-12,"Transitional","Bed Based Capacity",NA,98,2023-07-01
2023-07-12,"Transitional","Bed Based Capacity",NA,80,2023-07-01
2023-07-12,"Transitional","Bed Based Capacity",NA,88.46,2023-07-01
2023-07-12,"Emergency","Bed Based Capacity",NA,96.43,2023-07-01
2023-07-12,"Transitional","Bed Based Capacity",NA,92,2023-07-01
2023-07-12,"Emergency","Room Based Capacity",97.87,NA,2023-07-01
2023-07-12,"Transitional","Room Based Capacity",100,NA,2023-07-01
2023-07-12,"Transitional","Bed Based Capacity",NA,94.12,2023-07-01
2023-07-12,"Emergency","Bed Based Capacity",NA,83.33,2023-07-01
2023-07-12,"Emergency","Bed Based Capacity",NA,80,2023-07-01
2023-07-12,"Emergency","Bed Based Capacity",NA,90.91,2023-07-01
2023-07-12,"Transitional","Room Based Capacity",98.7,NA,2023-07-01
2023-07-12,"Emergency","Room Based Capacity",96.3,NA,2023-07-01
2023-07-12,"Transitional","Bed Based Capacity",NA,97.37,2023-07-01
2023-07-13,"Emergency","Room Based Capacity",99.33,NA,2023-07-01
2023-07-13,"Emergency","Room Based Capacity",100,NA,2023-07-01
2023-07-13,"Emergency","Bed Based Capacity",NA,100,2023-07-01
2023-07-13,"Emergency","Room Based Capacity",99.37,NA,2023-07-01
2023-07-13,"Transitional","Bed Based Capacity",NA,94.44,2023-07-01
2023-07-13,"Transitional","Bed Based Capacity",NA,100,2023-07-01
2023-07-13,"Emergency","Bed Based Capacity",NA,94.12,2023-07-01
2023-07-13,"Transitional","Bed Based Capacity",NA,95.45,2023-07-01
2023-07-13,"Transitional","Bed Based Capacity",NA,96.67,2023-07-01
2023-07-13,"Emergency","Room Based Capacity",95.38,NA,2023-07-01
2023-07-13,"Transitional","Bed Based Capacity",NA,50,2023-07-01
2023-07-13,"Transitional","Bed Based Capacity",NA,96.43,2023-07-01
2023-07-13,"Emergency","Room Based Capacity",96.33,NA,2023-07-01
2023-07-13,"Emergency","Room Based Capacity",93.94,NA,2023-07-01
2023-07-13,"Transitional","Bed Based Capacity",NA,80,2023-07-01
2023-07-13,"Transitional","Bed Based Capacity",NA,88.46,2023-07-01
2023-07-13,"Transitional","Bed Based Capacity",NA,92.31,2023-07-01
2023-07-13,"Transitional","Bed Based Capacity",NA,92,2023-07-01
2023-07-13,"Emergency","Room Based Capacity",97.87,NA,2023-07-01
2023-07-13,"Transitional","Room Based Capacity",100,NA,2023-07-01
2023-07-13,"Transitional","Bed Based Capacity",NA,88.24,2023-07-01
2023-07-13,"Emergency","Bed Based Capacity",NA,83.33,2023-07-01
2023-07-13,"Emergency","Bed Based Capacity",NA,80,2023-07-01
2023-07-13,"Transitional","Bed Based Capacity",NA,86.67,2023-07-01
2023-07-13,"Transitional","Bed Based Capacity",NA,97.37,2023-07-01
2023-07-14,"Emergency","Room Based Capacity",99.33,NA,2023-07-01
2023-07-14,"Emergency","Room Based Capacity",100,NA,2023-07-01
2023-07-14,"Emergency","Bed Based Capacity",NA,100,2023-07-01
2023-07-14,"Emergency","Room Based Capacity",99.36,NA,2023-07-01
2023-07-14,"Transitional","Bed Based Capacity",NA,94.44,2023-07-01
2023-07-14,"Transitional","Bed Based Capacity",NA,100,2023-07-01
2023-07-14,"Emergency","Room Based Capacity",98.53,NA,2023-07-01
2023-07-14,"Emergency","Bed Based Capacity",NA,98.91,2023-07-01
2023-07-14,"Transitional","Bed Based Capacity",NA,98.92,2023-07-01
2023-07-14,"Emergency","Bed Based Capacity",NA,98.04,2023-07-01
2023-07-14,"Transitional","Bed Based Capacity",NA,95.45,2023-07-01
2023-07-14,"Transitional","Bed Based Capacity",NA,90,2023-07-01
2023-07-14,"Emergency","Room Based Capacity",96.92,NA,2023-07-01
2023-07-14,"Transitional","Bed Based Capacity",NA,50,2023-07-01
2023-07-14,"Emergency","Room Based Capacity",96.33,NA,2023-07-01
2023-07-14,"Emergency","Room Based Capacity",93.44,NA,2023-07-01
2023-07-14,"Transitional","Bed Based Capacity",NA,80,2023-07-01
2023-07-14,"Transitional","Bed Based Capacity",NA,88.46,2023-07-01
2023-07-14,"Transitional","Bed Based Capacity",NA,92.31,2023-07-01
2023-07-14,"Transitional","Bed Based Capacity",NA,92,2023-07-01
2023-07-14,"Emergency","Bed Based Capacity",NA,96.4,2023-07-01
2023-07-14,"Transitional","Room Based Capacity",100,NA,2023-07-01
2023-07-14,"Transitional","Bed Based Capacity",NA,94.12,2023-07-01
2023-07-14,"Emergency","Bed Based Capacity",NA,83.33,2023-07-01
2023-07-14,"Emergency","Bed Based Capacity",NA,80,2023-07-01
2023-07-14,"Emergency","Bed Based Capacity",NA,93.88,2023-07-01
2023-07-14,"Transitional","Bed Based Capacity",NA,93.33,2023-07-01
2023-07-14,"Transitional","Bed Based Capacity",NA,97.37,2023-07-01
2023-07-15,"Emergency","Room Based Capacity",100,NA,2023-07-01
2023-07-15,"Emergency","Bed Based Capacity",NA,100,2023-07-01
2023-07-15,"Emergency","Room Based Capacity",99.36,NA,2023-07-01
2023-07-15,"Transitional","Bed Based Capacity",NA,94.44,2023-07-01
2023-07-15,"Transitional","Bed Based Capacity",NA,100,2023-07-01
2023-07-15,"Emergency","Room Based Capacity",98.53,NA,2023-07-01
2023-07-15,"Emergency","Bed Based Capacity",NA,96.08,2023-07-01
2023-07-15,"Transitional","Bed Based Capacity",NA,95.45,2023-07-01
2023-07-15,"Transitional","Bed Based Capacity",NA,90,2023-07-01
2023-07-15,"Emergency","Room Based Capacity",96.92,NA,2023-07-01
2023-07-15,"Transitional","Bed Based Capacity",NA,50,2023-07-01
2023-07-15,"Emergency","Room Based Capacity",96,NA,2023-07-01
2023-07-15,"Emergency","Room Based Capacity",96.33,NA,2023-07-01
2023-07-15,"Emergency","Bed Based Capacity",NA,98.11,2023-07-01
2023-07-15,"Emergency","Room Based Capacity",93.44,NA,2023-07-01
2023-07-15,"Transitional","Bed Based Capacity",NA,80,2023-07-01
2023-07-15,"Transitional","Bed Based Capacity",NA,88.46,2023-07-01
2023-07-15,"Transitional","Bed Based Capacity",NA,92.31,2023-07-01
2023-07-15,"Transitional","Bed Based Capacity",NA,92,2023-07-01
2023-07-15,"Emergency","Bed Based Capacity",NA,96.4,2023-07-01
2023-07-15,"Transitional","Room Based Capacity",100,NA,2023-07-01
2023-07-15,"Transitional","Bed Based Capacity",NA,94.12,2023-07-01
2023-07-15,"Emergency","Bed Based Capacity",NA,83.33,2023-07-01
2023-07-15,"Emergency","Bed Based Capacity",NA,80,2023-07-01
2023-07-15,"Emergency","Bed Based Capacity",NA,93.88,2023-07-01
2023-07-15,"Transitional","Bed Based Capacity",NA,93.33,2023-07-01
2023-07-15,"Transitional","Bed Based Capacity",NA,97.37,2023-07-01
2023-07-16,"Emergency","Room Based Capacity",100,NA,2023-07-01
2023-07-16,"Emergency","Bed Based Capacity",NA,100,2023-07-01
2023-07-16,"Emergency","Room Based Capacity",99.36,NA,2023-07-01
2023-07-16,"Transitional","Bed Based Capacity",NA,94.44,2023-07-01
2023-07-16,"Transitional","Bed Based Capacity",NA,100,2023-07-01
2023-07-16,"Emergency","Room Based Capacity",97.06,NA,2023-07-01
2023-07-16,"Transitional","Bed Based Capacity",NA,97.83,2023-07-01
2023-07-16,"Emergency","Bed Based Capacity",NA,96.08,2023-07-01
2023-07-16,"Transitional","Bed Based Capacity",NA,90.91,2023-07-01
2023-07-16,"Transitional","Bed Based Capacity",NA,93.33,2023-07-01
2023-07-16,"Emergency","Room Based Capacity",96.92,NA,2023-07-01
2023-07-16,"Emergency","Bed Based Capacity",NA,98.73,2023-07-01
2023-07-16,"Transitional","Bed Based Capacity",NA,50,2023-07-01
2023-07-16,"Emergency","Room Based Capacity",96,NA,2023-07-01
2023-07-16,"Emergency","Room Based Capacity",96.33,NA,2023-07-01
2023-07-16,"Emergency","Bed Based Capacity",NA,98.11,2023-07-01
2023-07-16,"Emergency","Room Based Capacity",91.8,NA,2023-07-01
2023-07-16,"Transitional","Bed Based Capacity",NA,80,2023-07-01
2023-07-16,"Transitional","Bed Based Capacity",NA,88.46,2023-07-01
2023-07-16,"Emergency","Bed Based Capacity",NA,96.43,2023-07-01
2023-07-16,"Transitional","Bed Based Capacity",NA,92,2023-07-01
2023-07-16,"Emergency","Bed Based Capacity",NA,98.2,2023-07-01
2023-07-16,"Transitional","Room Based Capacity",100,NA,2023-07-01
2023-07-16,"Emergency","Bed Based Capacity",NA,98.67,2023-07-01
2023-07-16,"Transitional","Bed Based Capacity",NA,94.12,2023-07-01
2023-07-16,"Emergency","Bed Based Capacity",NA,83.33,2023-07-01
2023-07-16,"Emergency","Bed Based Capacity",NA,80,2023-07-01
2023-07-16,"Emergency","Bed Based Capacity",NA,93.88,2023-07-01
2023-07-16,"Transitional","Bed Based Capacity",NA,97.37,2023-07-01
2023-07-17,"Emergency","Room Based Capacity",99.33,NA,2023-07-01
2023-07-17,"Emergency","Room Based Capacity",100,NA,2023-07-01
2023-07-17,"Emergency","Bed Based Capacity",NA,100,2023-07-01
2023-07-17,"Transitional","Bed Based Capacity",NA,94.44,2023-07-01
2023-07-17,"Transitional","Bed Based Capacity",NA,100,2023-07-01
2023-07-17,"Emergency","Room Based Capacity",98.53,NA,2023-07-01
2023-07-17,"Emergency","Bed Based Capacity",NA,98.91,2023-07-01
2023-07-17,"Emergency","Bed Based Capacity",NA,96.08,2023-07-01
2023-07-17,"Transitional","Bed Based Capacity",NA,90.91,2023-07-01
2023-07-17,"Transitional","Bed Based Capacity",NA,96.67,2023-07-01
2023-07-17,"Emergency","Room Based Capacity",98.46,NA,2023-07-01
2023-07-17,"Transitional","Bed Based Capacity",NA,50,2023-07-01
2023-07-17,"Emergency","Room Based Capacity",95.24,NA,2023-07-01
2023-07-17,"Emergency","Room Based Capacity",94.23,NA,2023-07-01
2023-07-17,"Emergency","Room Based Capacity",95.83,NA,2023-07-01
2023-07-17,"Transitional","Bed Based Capacity",NA,80,2023-07-01
2023-07-17,"Transitional","Bed Based Capacity",NA,88.46,2023-07-01
2023-07-17,"Emergency","Bed Based Capacity",NA,98.21,2023-07-01
2023-07-17,"Transitional","Bed Based Capacity",NA,96,2023-07-01
2023-07-17,"Transitional","Room Based Capacity",100,NA,2023-07-01
2023-07-17,"Emergency","Bed Based Capacity",NA,83.33,2023-07-01
2023-07-17,"Emergency","Bed Based Capacity",NA,80,2023-07-01
2023-07-17,"Emergency","Bed Based Capacity",NA,90.91,2023-07-01
2023-07-17,"Emergency","Room Based Capacity",97.83,NA,2023-07-01
2023-07-17,"Emergency","Bed Based Capacity",NA,91.67,2023-07-01
2023-07-17,"Transitional","Bed Based Capacity",NA,93.33,2023-07-01
